Credit Name,State,sale_year,Underlying Moodys Rating,Fiscal Year End,Cash & Short-Term Investments (GF),Deferred Rev (GF),Total Liabilities (GF),Unassigned Fund Balance (GF),Total Fund Balance (GF),General Fund Rev,General Fund Exp,Total Taxable Assessed Value,Total Assessed Value,Current Debt Service (all Gov funds),Current Portion GO Debt (Gov),Current Portion Long-Term Debt (Gov),Short-Term Debt (Gov),Long-Term Debt (Gov),"Invested in Capital Assets, net of related debt (Gov)",Total Restricted Net Assets (Gov),Unrestricted Net Assets (Gov),Total Net Assets (Gov),Operating Grants & Contributions (Gov),Total Rev (Gov),Total Exp (Gov),Revenue Over Expense (Gov),Change in Net Assets (Gov),Total Pension Liability (EOY),Total Pension Expense,Population,Total Primary Government Expenses,moodys_ratings_num,short_run_pos,liquidity,net_assets_prev_year,net_asset_growth,operating_margin,own_source_rev,debt_burden,coverage,net_invest_prev_year,cap_asset_condition
Central Falls,RI,2007,Baa3,2016-06-30,5764,106.0,7539,250.0,586,19411.0,17643.0,400392.0,443557.0,3085.0,1890.0,1890.0,0.0,11110.0,4237.0,5144.0,-31898.0,-22517.0,675.0,20160.0,19076.0,1084.0,1307.0,39787.0,2593.0,19388,19076.0,3,0.012879295244964195,0.7754607829947531,-21033.0,-0.06214044596586317,-0.05376984126984127,0.033482142857142856,0.5730348669279967,0.16172153491297966,11303.0,0.37485623285853314
Central Falls,RI,2007,Baa3,2018-06-30,1638,426.0,3806,71.0,2758,20956.0,19384.0,485484.0,540155.0,2386.0,1980.0,1980.0,0.0,7165.0,11731.0,2874.0,-30446.0,-15841.0,687.0,23080.0,20653.0,2427.0,5945.0,45513.0,4376.0,19289,20653.0,3,0.0033880511548005344,0.4846153846153846,-22517.0,-0.26402273837544965,-0.10515597920277296,0.029766031195840554,0.37145523355280213,0.11552801045852902,4237.0,2.7687042718904884
Central Falls,RI,2007,Baa3,2020-06-30,2819,0.0,8844,-454.0,3329,21216.0,19616.0,570177.0,640376.0,1340.0,779.0,779.0,0.0,6836.0,12872.0,84.0,-30530.0,-17574.0,577.0,20339.0,19197.0,1142.0,3459.0,44404.0,3094.0,19509,19197.0,3,-0.02139894419306184,0.3187471732247852,-15841.0,-0.21835742693011806,-0.05614828654309455,0.028369143025714146,0.35040237838946126,0.06980257331874772,11731.0,1.0972636603870087
Central Falls,RI,2007,Baa3,2021-06-30,2664,0.0,5223,0.0,1285,20097.0,19707.0,568902.0,636445.0,1010.0,805.0,805.0,0.0,6031.0,16876.0,1264.0,-27136.0,-8996.0,1294.0,22210.0,17141.0,5069.0,8190.0,49305.0,3125.0,22583,17141.0,3,0.0,0.5100516944284894,-17574.0,-0.4660293615568453,-0.22823052678973435,0.058262044124268345,0.2670592923880795,0.05892304999708302,12872.0,1.3110627719080175
Central Falls,RI,2007,Baa3,2017-06-30,1761,49.0,3394,281.0,668,19352.0,17725.0,483091.0,535907.0,2414.0,1920.0,1920.0,0.0,9190.0,8327.0,2357.0,-33150.0,-22466.0,777.0,20755.0,21322.0,-567.0,-127.0,41454.0,2669.0,19485,21322.0,3,0.014520463001240182,0.526457399103139,-8996.0,0.014117385504668742,0.027318718381112984,0.037436762225969644,0.4716448550166795,0.11321639621048682,16876.0,0.49342261199336335
Conroe,TX,2007,A2,2018-09-30,33387,1461.0,6425,26796.0,37247,78564.0,68713.0,7556126.0,9221098.0,13707.0,6990.0,7180.0,0.0,135861.0,103697.0,16001.0,-23425.0,96273.0,3976.0,95702.0,85109.0,10593.0,11295.0,184049.0,7189.0,84816,126609.0,7,0.34107224683060944,6.725825946817083,105031.0,0.10753967876150851,-0.11068734195732587,0.04154563123027732,1.6018322014714206,0.1610522976418475,105543.0,0.9825094984982424
Conroe,TX,2007,A2,2020-09-30,38483,1514.0,7917,29974.0,44016,88167.0,81201.0,9144248.0,11121331.0,16779.0,8710.0,8923.0,0.0,191233.0,128072.0,18312.0,-22950.0,123434.0,6788.0,111629.0,107185.0,4444.0,18574.0,227108.0,11166.0,91125,151389.0,7,0.3399684689282838,6.010151491488365,96273.0,0.19293052049899764,-0.039810443522740505,0.060808571249406515,2.0985788751714676,0.15654242664551943,103697.0,1.2350598377966575
Conroe,TX,2007,A2,2016-09-30,24396,1350.0,9831,20238.0,28652,66160.0,64299.0,6309740.0,7902938.0,13620.0,8855.0,9030.0,0.0,130713.0,97564.0,15434.0,-17338.0,95660.0,4175.0,82041.0,85771.0,-3730.0,-3955.0,159997.0,7467.0,76345,118364.0,7,0.30589480048367595,2.876547576936682,123434.0,-0.03204141484518042,0.04546507234187784,0.05088918955156568,1.712135699783876,0.15879493068752842,128072.0,0.7617902429883191
Conroe,TX,2007,A2,2015-09-30,26716,1341.0,8532,20478.0,28570,61935.0,63139.0,4829794.0,6090381.0,10483.0,8600.0,8767.0,0.0,128208.0,53413.0,15470.0,-11517.0,57366.0,5057.0,77155.0,76797.0,358.0,-645.0,148474.0,5505.0,73792,107699.0,7,0.33063695810123517,3.715199554999305,95660.0,-0.0067426301484424,-0.004640010368738254,0.06554338668913226,1.7374241110147441,0.1365027279711447,97564.0,0.5474662785453651
Conroe,TX,2007,A2,2017-09-30,26171,1388.0,5777,22508.0,29635,71908.0,64982.0,7126249.0,8639097.0,14097.0,8325.0,8507.0,0.0,143675.0,96191.0,11386.0,-12182.0,95395.0,4151.0,87747.0,88893.0,-1146.0,-893.0,171668.0,8477.0,82099,121808.0,7,0.31301106970017245,5.962861699703805,57366.0,-0.015566711989680298,0.01306027556497658,0.047306460619736285,1.7500213157285716,0.1585839154939084,53413.0,1.8008911688165803
Dearborn,MI,2007,A1,2020-06-30,20433,1570.0,5311,17674.0,19488,126147.0,124378.0,3477084.0,4200489.0,3409.0,3369.0,3369.0,0.0,66302.0,237305.0,18779.0,-227907.0,28177.0,14762.0,147677.0,174432.0,-26755.0,-23487.0,653801.0,48220.0,93988,237728.0,8,0.14010638382204887,5.461908580593424,79242.0,-0.29639585068524266,0.1811724236001544,0.09996140224950399,0.7054304804868706,0.01954343239772519,244607.0,0.9701480333759868
Dearborn,MI,2007,A1,2019-06-30,21087,1433.0,5880,19247.0,20872,125943.0,162520.0,3373206.0,3842804.0,1513.0,3262.0,3262.0,0.0,69671.0,226687.0,20589.0,-195612.0,51664.0,15109.0,147899.0,145879.0,2020.0,5633.0,609794.0,35133.0,94470,204084.0,8,0.15282310251462963,4.741848437148639,28177.0,0.19991482414735423,-0.01365796928985321,0.10215755346554067,0.7374933841431142,0.010371609347472905,237305.0,0.9552558943132256
Del Rio,TX,2007,A3,2020-09-30,11017,0.0,3528,21230.0,21396,18003.0,22141.0,1199232.0,1508252.0,4238.0,2853.0,2853.0,0.0,32596.0,9250.0,4734.0,10578.0,24562.0,5146.0,26766.0,30372.0,-3606.0,5940.0,36896.0,1460.0,35779,56851.0,6,1.1792479031272565,3.122732426303855,48902.0,0.12146742464520878,0.13472315624299486,0.19225883583650902,0.9110372005925264,0.13953641511918874,30453.0,0.30374675729813155
Del Rio,TX,2007,A3,2017-09-30,11942,0.0,3356,11749.0,15546,18642.0,29200.0,1636140.0,1659348.0,5404.0,2708.0,2708.0,0.0,36478.0,40008.0,11010.0,-9378.0,41640.0,1814.0,25724.0,33621.0,-7897.0,1060.0,30099.0,1395.0,35845,55969.0,6,0.6302435361012767,3.558402860548272,24562.0,0.04315609478055533,0.3069895817135749,0.07051780438501011,1.0176593667178129,0.16073287528627941,9250.0,4.32518918918919
Del Rio,TX,2007,A3,2018-09-30,13403,0.0,3668,11976.0,16105,15615.0,23738.0,1136841.0,1430362.0,4833.0,2977.0,2983.0,0.0,34696.0,30648.0,11975.0,1073.0,43696.0,2263.0,25485.0,30233.0,-4748.0,4756.0,32376.0,1506.0,35913,52501.0,6,0.766954851104707,3.6540348964013085,41640.0,0.11421709894332373,0.18630567000196194,0.08879733176378261,0.9661125497730627,0.1598584328382893,40008.0,0.7660467906418716
Del Rio,TX,2007,A3,2016-09-30,12664,0.0,3431,12960.0,16061,16474.0,23467.0,1339068.0,1607411.0,4609.0,3063.0,3154.0,0.0,31218.0,35027.0,11855.0,-6902.0,39980.0,1683.0,22416.0,28961.0,-6545.0,884.0,27647.0,1146.0,35849,49557.0,6,0.7866941847760107,3.691052171378607,43696.0,0.020230684730867813,0.2919789436117059,0.07508029978586724,0.8708192697146364,0.15914505714581678,30648.0,1.1428804489689377
Del Rio,TX,2007,A3,2015-09-30,3690,0.0,3337,10498.0,13606,15262.0,20188.0,1291426.0,1565290.0,3286.0,2552.0,2640.0,0.0,22907.0,40826.0,8373.0,-7649.0,41550.0,2099.0,20619.0,24661.0,-4042.0,2654.0,23616.0,601.0,35902,43568.0,6,0.6878521818896606,1.105783637998202,39980.0,0.0663831915957979,0.19603278529511617,0.10179931131480673,0.6380424488886413,0.13324682697376425,35027.0,1.1655579981157393
Denton,TX,2007,Aa3,2020-09-30,28899,0.0,8438,33777.0,33782,124961.0,115292.0,12612320.0,15488088.0,26478.0,22290.0,22290.0,0.0,244218.0,288549.0,29974.0,-36727.0,281796.0,8991.0,180415.0,168608.0,11807.0,48015.0,651670.0,21457.0,142500,461024.0,9,0.27030033370411566,3.4248637117800427,155426.0,0.3089251476586929,-0.06544356067954438,0.04983510240279356,1.7138105263157895,0.15703881191877017,145310.0,1.98574771178859
Denton,TX,2007,Aa3,2019-09-30,26064,0.0,8197,30578.0,30739,116039.0,111706.0,11314594.0,13775774.0,25194.0,20118.0,20118.0,0.0,211699.0,242957.0,30349.0,-39525.0,233781.0,4093.0,174044.0,165900.0,8144.0,37248.0,606754.0,25938.0,138451,492598.0,9,0.2635148527650187,3.1796998902037332,281796.0,0.1321807264829877,-0.04679276504791892,0.023517041667624278,1.5290536001906812,0.1518625678119349,288549.0,0.8419956402552079
Denton,TX,2007,Aa3,2017-09-30,25829,0.0,6741,31771.0,31771,110167.0,100561.0,9172250.0,11213219.0,20447.0,17320.0,17813.0,0.0,161231.0,165408.0,14531.0,-6509.0,173430.0,4668.0,155973.0,156067.0,-94.0,18003.0,533497.0,23035.0,134366,422364.0,9,0.28838944511514336,3.831627354991841,233781.0,0.07700796899662504,0.0006026684105582377,0.02992825681367929,1.1999389726567733,0.1310142438824351,242957.0,0.6808118309001181
Denton,TX,2007,Aa3,2015-09-30,24826,0.0,6884,27365.0,27365,95772.0,92523.0,7797178.0,9615049.0,16868.0,14447.0,15254.0,0.0,129474.0,141915.0,13215.0,-8775.0,146355.0,3380.0,133866.0,129092.0,4774.0,16358.0,469295.0,13294.0,128279,366244.0,9,0.28573069373094434,3.6063335270191748,173430.0,0.09432047511964481,-0.035662528199841635,0.025249129726741665,1.00931563233265,0.13066650140984723,165408.0,0.857969384793964
Denton,TX,2007,Aa3,2018-09-30,25135,0.0,7495,28919.0,30318,113324.0,107078.0,10416861.0,12715670.0,22275.0,18968.0,18972.0,0.0,202395.0,194211.0,21655.0,-19333.0,196533.0,3698.0,165577.0,158399.0,7178.0,40065.0,570668.0,17799.0,135730,411106.0,9,0.2551886625957432,3.353569046030687,146355.0,0.27375217792354206,-0.04335143166019435,0.022334019821593578,1.4911589184410226,0.14062588778969565,141915.0,1.3685022724870521
Grants Pass,OR,2007,A2,2017-06-30,11151,0.0,2225,11188.0,13054,25980.0,24645.0,3008336.0,3008336.0,1135.0,1095.0,1095.0,0.0,770.0,171831.0,4945.0,11525.0,188301.0,350.0,35769.0,34104.0,1665.0,2232.0,0.0,0.0,37196,44543.0,7,0.43063895304080063,5.011685393258427,190600.0,0.011710388247639035,-0.046548687410886525,0.009785009365651822,0.020701150661361436,0.03328055360075065,175250.0,0.980490727532097
Grants Pass,OR,2007,A2,2015-06-30,12602,0.0,2873,10554.0,14081,23675.0,22043.0,2720899.0,2720899.0,1071.0,930.0,930.0,0.0,2875.0,157464.0,6292.0,23257.0,187013.0,865.0,33366.0,25425.0,7941.0,8739.0,0.0,0.0,36143,34204.0,7,0.44578669482576555,4.386355725722241,188301.0,0.04640973760096866,-0.23799676317209134,0.02592459389797998,0.07954514013778602,0.04212389380530973,171831.0,0.9163887773451822
Grants Pass,OR,2007,A2,2019-06-30,12434,0.0,2225,11250.0,12956,27120.0,26735.0,3206023.0,3277174.0,816.0,0.0,0.0,0.0,6000.0,175423.0,8535.0,9839.0,193797.0,523.0,38874.0,36356.0,2518.0,3197.0,0.0,0.0,38101,49177.0,7,0.41482300884955753,5.588314606741573,187013.0,0.017095068257286926,-0.06477337037608684,0.013453722282245202,0.1574761817275137,0.02244471338981186,157464.0,1.1140514657318499
Grants Pass,OR,2007,A2,2016-06-30,13077,0.0,2546,10461.0,14799,24859.0,23095.0,2901486.0,2901486.0,1102.0,1010.0,1010.0,0.0,1865.0,164871.0,6462.0,14737.0,186070.0,148.0,37827.0,38687.0,-860.0,-943.0,0.0,0.0,36684,50459.0,7,0.4208133875055312,5.136292223095051,193797.0,-0.00486591639705465,0.022735083406032728,0.00391254923731726,0.050839603096717915,0.028485020808023367,175423.0,0.9398482525096481
Grants Pass,OR,2007,A2,2020-06-30,12225,0.0,2480,10711.0,12762,27821.0,28912.0,3293415.0,3382635.0,195.0,365.0,365.0,0.0,5635.0,181593.0,8706.0,2094.0,192393.0,536.0,36513.0,40978.0,-4465.0,-272.0,0.0,0.0,38262,55675.0,7,0.38499694475396284,4.929435483870968,186070.0,-0.0014618154457999677,0.12228521348560786,0.014679703119436912,0.1472740578119283,0.004758650983454536,164871.0,1.1014247502592935
Grants Pass,OR,2007,A2,2021-06-30,13940,0.0,1847,11991.0,14662,29904.0,29413.0,3398403.0,3505009.0,518.0,370.0,370.0,0.0,5265.0,179267.0,12769.0,2166.0,194202.0,629.0,39624.0,40350.0,-726.0,1808.0,0.0,0.0,39189,57147.0,7,0.40098314606741575,7.5473741201949105,192393.0,0.009397431299475553,0.018322228952150212,0.01587421764587119,0.13434892444308352,0.012837670384138786,181593.0,0.9871911362222112
Great Falls,MT,2007,A2,2019-06-30,5571,0.0,4682,6993.0,6993,35255.0,33704.0,93146.0,99565.0,662.0,145.0,463.0,0.0,3405.0,66974.0,20214.0,-17957.0,69231.0,1400.0,55119.0,52291.0,2828.0,2567.0,0.0,0.0,58794,85869.0,7,0.19835484328464048,1.189876121315677,68530.0,0.03745804757040712,-0.051307171755655946,0.025399589978047497,0.05791407286457802,0.012659922357575874,66393.0,1.0087509225370144
Great Falls,MT,2007,A2,2017-06-30,8228,0.0,1549,8684.0,8684,30133.0,26787.0,85582.0,91348.0,948.0,140.0,521.0,0.0,4402.0,68232.0,18201.0,-13641.0,72792.0,1449.0,50321.0,46877.0,3444.0,4261.0,0.0,0.0,58978,77958.0,7,0.28818902863969736,5.311814073595868,69231.0,0.06154757261920238,-0.06844061127561057,0.028795135231811767,0.0746380006103971,0.020223137146148432,66974.0,1.0187834084868754
Great Falls,MT,2007,A2,2020-06-30,7743,0.0,1394,13594.0,13594,43116.0,34854.0,97186.0,104780.0,2291.0,150.0,757.0,0.0,7190.0,66154.0,23424.0,-16326.0,73252.0,5488.0,60987.0,59185.0,1802.0,4021.0,0.0,0.0,58477,93703.0,7,0.31528898784673903,5.554519368723099,72792.0,0.055239586767776676,-0.0295472805679899,0.0899863905422467,0.12295432392222583,0.03870913238151558,68232.0,0.9695450814866925
Great Falls,MT,2007,A2,2015-06-30,5042,0.0,1737,5893.0,5893,27628.0,23924.0,69746.0,76098.0,854.0,390.0,716.0,0.0,4994.0,69736.0,10076.0,-16611.0,63201.0,2236.0,47877.0,43795.0,4082.0,4723.0,0.0,0.0,59397,71298.0,7,0.2132981033733893,2.902705814622913,73252.0,0.0644760552612898,-0.08526014579025419,0.04670300979593542,0.08407832045389498,0.019499942915857976,66154.0,1.0541463857060798
Great Falls,MT,2007,A2,2021-06-30,12242,0.0,1312,13042.0,13042,40131.0,39025.0,93804.0,101652.0,1096.0,155.0,990.0,0.0,12606.0,62591.0,41306.0,-18987.0,84910.0,15819.0,76661.0,64350.0,12311.0,11658.0,0.0,0.0,60442,100327.0,7,0.32498567192444744,9.330792682926829,63201.0,0.18445910665970475,-0.16059013057486857,0.2063500345677724,0.20856358161543298,0.017031857031857032,69736.0,0.8975421589996558
Great Falls,MT,2007,A2,2018-06-30,6444,0.0,3651,7086.0,7086,32596.0,32467.0,89757.0,95822.0,651.0,145.0,465.0,0.0,3908.0,65776.0,20093.0,-19206.0,66663.0,2667.0,50486.0,51478.0,-992.0,-880.0,0.0,0.0,58943,83970.0,7,0.21738863664253283,1.7649958915365653,84910.0,-0.010363914733246967,0.01964901160717823,0.05282652616566969,0.0663013419744499,0.012646178950231167,62591.0,1.0508859101148726
Hurst,TX,2007,Aa3,2017-09-30,9045,112.0,3978,9162.0,13819,32102.0,29455.0,2628064.0,2926923.0,5586.0,3131.0,3685.0,0.0,54043.0,113112.0,18464.0,22821.0,154397.0,1614.0,47095.0,51822.0,-4727.0,-4226.0,161531.0,6097.0,39163,75582.0,9,0.2854027786430752,2.339627521986549,158623.0,-0.026641785869640593,0.10037158934069434,0.03427115405032381,1.3799504634476418,0.10779205742734746,116997.0,0.9667940203594964
Hurst,TX,2007,Aa3,2015-09-30,9285,56.0,5407,9049.0,12288,30641.0,26150.0,2508455.0,2759704.0,5666.0,2638.0,3303.0,0.0,53639.0,120518.0,21524.0,23289.0,165331.0,739.0,45612.0,46343.0,-731.0,-625.0,145530.0,2383.0,38655,68789.0,9,0.29532325968473616,1.735189684171183,154397.0,-0.004048006114108434,0.016026484258528456,0.016201876699114267,1.3876341999741302,0.12226226183026563,113112.0,1.0654749275054813
Novato,CA,2007,Aa3,2018-06-30,22575,439.0,3211,3901.0,25096,40064.0,36440.0,8935978.0,10659674.0,3331.0,1518.0,2285.0,0.0,25798.0,245575.0,54734.0,-32241.0,268068.0,666.0,49715.0,50893.0,-1178.0,-5854.0,97263.0,3576.0,53926,53177.0,9,0.09736920926517571,8.143939393939394,274113.0,-0.02135615603783841,0.02369506185255959,0.013396359247711959,0.4783963208841746,0.06545104434794569,256344.0,0.9579900446275318
Novato,CA,2007,Aa3,2019-06-30,18210,233.0,2533,1352.0,23311,41161.0,37875.0,9508116.0,11231813.0,3303.0,1569.0,2436.0,0.0,23756.0,247545.0,59349.0,-35016.0,271878.0,696.0,54872.0,51800.0,3072.0,3810.0,100450.0,3897.0,53854,54012.0,9,0.03284662666115984,7.917391304347826,268068.0,0.014212811674649715,-0.05598483743986004,0.01268406473246829,0.44111857986407693,0.06376447876447877,245575.0,1.0080219892089992
Prescott,AZ,2007,Aa3,2016-06-30,27005,36.0,2971,26071.0,32126,35180.0,30159.0,548632.0,608785.0,3113.0,180.0,1874.0,0.0,23735.0,224598.0,29894.0,-45865.0,208627.0,2317.0,54043.0,65068.0,-11025.0,-3912.0,103733.0,8795.0,41337,99504.0,9,0.7410744741330302,9.201022146507666,239050.0,-0.01636477724325455,0.20400421886275744,0.04287326758322077,0.5741829353847643,0.0478422573307924,221050.0,1.0160506672698484
Prescott,AZ,2007,Aa3,2020-06-30,20371,0.0,2272,21486.0,30610,42183.0,32467.0,691000.0,764560.0,2329.0,0.0,1748.0,0.0,14110.0,212917.0,24968.0,-18987.0,218898.0,7723.0,84762.0,65078.0,19684.0,24308.0,132936.0,10030.0,44110,110123.0,9,0.5093521086693692,8.966109154929578,208627.0,0.11651416163775542,-0.2322267053632524,0.09111394256860386,0.31988211289956925,0.03578782384215864,224598.0,0.9479915226315462
Prescott,AZ,2007,Aa3,2019-06-30,17452,0.0,1601,19640.0,21849,41059.0,36460.0,647649.0,716047.0,2441.0,0.0,1476.0,0.0,15621.0,212400.0,21647.0,-39457.0,194590.0,3518.0,76965.0,72949.0,4016.0,1615.0,126428.0,12645.0,43306,118384.0,9,0.4783360529969069,10.900687070580886,218898.0,0.0073778654898628586,-0.05217956213863444,0.04570908854674203,0.36071214150464137,0.03346173353987032,212917.0,0.9975718237623111
Prescott,AZ,2007,Aa3,2015-06-30,22536,72.0,2381,20586.0,27976,33567.0,31147.0,529971.0,581423.0,2938.0,175.0,1837.0,0.0,25844.0,233639.0,26348.0,-48523.0,211464.0,1543.0,50373.0,67544.0,-17171.0,-13396.0,99138.0,9166.0,40664,103560.0,9,0.6132809008847976,9.760069294066696,194590.0,-0.06884218099594018,0.34087705715363387,0.03063148909137832,0.6355498721227621,0.04349757195309724,212400.0,1.0999952919020715
Prescott,AZ,2007,Aa3,2018-06-30,15622,0.0,2549,19052.0,24336,39600.0,47848.0,606159.0,672578.0,2609.0,0.0,1444.0,0.0,17141.0,217826.0,22336.0,-47187.0,192975.0,3239.0,66690.0,75004.0,-8314.0,-4132.0,121583.0,13135.0,42628,119531.0,9,0.4811111111111111,6.128677912907023,211464.0,-0.019539968978171226,0.12466636677162993,0.048568001199580144,0.4021065966031716,0.034784811476721245,233639.0,0.9323186625520568
Prescott,AZ,2007,Aa3,2017-06-30,28675,0.0,3327,28303.0,33703,36651.0,34816.0,570573.0,631744.0,2821.0,0.0,1679.0,0.0,21581.0,218509.0,28796.0,-50198.0,197107.0,2408.0,55986.0,71596.0,-15610.0,-11520.0,111870.0,13635.0,42209,111344.0,9,0.7722299527980137,8.61887586414187,192975.0,-0.05969685192382433,0.27881970492623154,0.043010752688172046,0.5112890615745457,0.03940164254986312,217826.0,1.0031355301938245
Pullman,WA,2007,A2,2017-12-31,7632,0.0,2067,6098.0,6803,61436.0,59780.0,1754142.0,1754142.0,284.0,0.0,43.0,0.0,91.0,38502.0,7190.0,5712.0,51404.0,2054.0,26408.0,64379.0,-37971.0,3449.0,0.0,0.0,33691,78780.0,7,0.0992577641773553,3.6923076923076925,50394.0,0.06844068738341866,1.437859739472887,0.07777946076946379,0.0027010180760440473,0.004411376380496746,39151.0,0.9834231564966412
Pullman,WA,2007,A2,2016-12-31,5587,273.0,2047,5042.0,5265,21358.0,20515.0,1615524.0,1615524.0,284.0,270.0,311.0,0.0,134.0,36652.0,6863.0,4180.0,47695.0,2754.0,25622.0,23682.0,1940.0,2101.0,0.0,0.0,33257,37968.0,7,0.2360707931454256,3.1493799323562572,51404.0,0.040872305657147306,-0.0757161814066037,0.1074857544297869,0.004029226929668942,0.011992230385947133,38502.0,0.9519505480234793
Pullman,WA,2007,A2,2015-12-31,5217,257.0,1982,4412.0,4440,19398.0,20408.0,1569846.0,1569846.0,320.0,260.0,260.0,0.0,270.0,35992.0,6798.0,2803.0,45593.0,1830.0,23168.0,22928.0,240.0,1350.0,0.0,0.0,32792,36805.0,7,0.22744612846685225,3.0243478260869567,47695.0,0.02830485375825558,-0.010359116022099447,0.07898825966850828,0.008233715540375702,0.013956734124214934,36652.0,0.9819927971188476
Austin,TX,2008,Aa1,2017-09-30,170932,0.0,71167,141469.0,171814,832284.0,976022.0,125371655.0,156764185.0,149242.0,84344.0,84344.0,0.0,1351684.0,1709146.0,140299.0,-1394092.0,455353.0,45162.0,1173843.0,1482343.0,-308500.0,-177551.0,5675288.0,336348.0,939778,3796528.0,11,0.16997683483041845,2.40184355108407,662050.0,-0.2681836719281021,0.26281197741094847,0.03847362892652595,1.4383013860720297,0.10067980217803842,1645359.0,1.0387678312149506
Austin,TX,2008,Aa1,2020-09-30,274477,0.0,86321,173091.0,271515,911290.0,1022272.0,165194108.0,204860741.0,205940.0,110301.0,115418.0,0.0,1397299.0,1999355.0,235505.0,-2835470.0,-600610.0,190534.0,1448252.0,1903430.0,-455178.0,-323756.0,7819079.0,520235.0,978763,4579745.0,11,0.18994063360730393,3.179724516629789,455353.0,-0.711000037333673,0.31429474980873495,0.13156135810618594,1.4276173087867032,0.10819415476271783,1709146.0,1.1697976650327122
Austin,TX,2008,Aa1,2018-09-30,214015,0.0,75050,173309.0,212934,886026.0,1006744.0,138418647.0,172067756.0,164273.0,89855.0,91970.0,0.0,1374875.0,1735481.0,146496.0,-2135186.0,-253209.0,42489.0,1259040.0,1509442.0,-250402.0,-68873.0,6026215.0,295802.0,951610,3959148.0,11,0.19560261211296281,2.8516322451698866,-600610.0,0.11467175038710645,0.19888327614690557,0.03374714067861228,1.4447883061338154,0.10883028297874314,1999355.0,0.8680204365908005
Austin,TX,2008,Aa1,2019-09-30,224170,0.0,67766,180424.0,235636,899691.0,1013858.0,152147506.0,188936371.0,192764.0,96304.0,100462.0,0.0,1320797.0,1844751.0,215091.0,-2336696.0,-276854.0,66439.0,1347257.0,1593474.0,-246217.0,-23283.0,6987693.0,470537.0,962800,4295850.0,11,0.20053996316513115,3.3080010624797094,-253209.0,0.09195170787768207,0.18275429261083817,0.04931427337174719,1.3718290402991276,0.12097091009956862,1735481.0,1.062962371815076
Austin,TX,2008,Aa1,2016-09-30,160783,0.0,69548,131743.0,160989,780803.0,932241.0,110526026.0,136703100.0,142260.0,76268.0,76268.0,0.0,1299503.0,1719704.0,124695.0,-1211495.0,632904.0,47430.0,1139075.0,1389854.0,-250779.0,-29146.0,5334323.0,273586.0,921452,3583072.0,11,0.16872757917169887,2.311827802381089,-276854.0,0.10527570488416277,0.22016021772051883,0.041639049228540705,1.4102774751153615,0.10235607481073551,1844751.0,0.9322146999784795
Ballwin,MO,2008,Aa2,2016-12-31,8610,3.0,760,6746.0,11304,18620.0,18060.0,620265.0,620265.0,2590.0,0.0,1643.0,0.0,9270.0,62742.0,2640.0,3009.0,68391.0,1992.0,21201.0,19987.0,1214.0,2899.0,17194.0,456.0,30328,19987.0,10,0.36229860365198713,11.373844121532365,74253.0,0.039042193581404115,-0.057261449931607,0.09395783217772746,0.3056581376945397,0.12958422974933706,64402.0,0.9742244029688519
Ballwin,MO,2008,Aa2,2017-12-31,8606,8.0,1258,7731.0,11729,18560.0,17585.0,678590.0,678590.0,2285.0,0.0,1420.0,0.0,7850.0,64102.0,2804.0,4255.0,71161.0,2144.0,21321.0,19903.0,1418.0,2770.0,18701.0,523.0,30222,19903.0,10,0.4165409482758621,6.8848,68391.0,0.0405024052872454,-0.06650719947469631,0.10055813517189625,0.25974455694527165,0.1148068130432598,62742.0,1.0216760702559688
